,anio,cesareas,establecimiento_nombre,establecimiento_dependencia,establecimiento_region_sanitaria,establecimiento_municipio_id,establecimiento_municipio_nombre,partos,latitud,longitud
662,2014,0,Hospital Local Fco. Benincasa,municipal,II,60609,Pehuajó,0,-35.8833833438579,-61.9271985156994
663,2014,0,Hospital Juan J. Paso,municipal,II,60609,Pehuajó,0,-35.8833833438579,-61.9271985156994
664,2014,0,Unidad Sanitaria Francisco Madero,municipal,II,60609,Pehuajó,0,-35.8833833438579,-61.9271985156994
665,2017,0,Hospital Local Doctor F. Benincasa,municipal,II,60609,Pehuajó,7,-35.8833833438579,-61.9271985156994
666,2016,52,Hospital Doctor Guillermo del Soldato,Municipal,II,60616,Pellegrini,81,-36.2709141317701,-63.2257388675913
667,2017,51,Hospital Doctor Guillermo del Soldato,municipal,II,60616,Pellegrini,84,-36.2709141317701,-63.2257388675913
668,2015,41,Hospital Doctor Guillermo del Soldato,municipal,II,60616,Pellegrini,66,-36.2709141317701,-63.2257388675913
669,2014,57,Hospital Doctor Guillermo del Soldato,municipal,II,60616,Pellegrini,103,-36.2709141317701,-63.2257388675913
670,2015,417,Hospital Interzonal General de Ag. San José,provincial,IV,60623,Pergamino,1045,-33.8358155353661,-60.5450748689576
671,2016,388,Hospital Interzonal General de Ag. San José,Provincial,IV,60623,Pergamino,972,-33.8358155353661,-60.5450748689576
672,2017,334,Hospital Interzonal General de Ag. San José,Provincial,IV,60623,Pergamino,1010,-33.8358155353661,-60.5450748689576
673,2014,358,Hospital Interzonal General de Ag. San José,provincial,IV,60623,Pergamino,1066,-33.8358155353661,-60.5450748689576
674,2014,0,Hospital Municipal de Pila,municipal,XI,60630,Pila,0,-36.2023512628961,-58.3408970254988
675,2015,0,Hospital Municipal de Pila,municipal,XI,60630,Pila,0,-36.2023512628961,-58.3408970254988
676,2017,0,Hospital Municipal de Pila,municipal,XI,60630,Pila,1,-36.2023512628961,-58.3408970254988
677,2015,1377,Hospital Municipal Mat. Inf. Cro. H. Meisner,municipal,V,60638,Pilar,3994,-34.4481990221196,-58.9034413925773
678,2016,1236,Hospital Municipal Mat. Inf. Comodoro H. Meisner,Municipal,V,60638,Pilar,3800,-34.4481990221196,-58.9034413925773
679,2017,1085,Hospital Municipal Mat. Inf. Comodoro H. Meisner,municipal,V,60638,Pilar,3326,-34.4481990221196,-58.9034413925773
680,2015,4,Hospital G. Sanguinetti,municipal,V,60638,Pilar,13,-34.4481990221196,-58.9034413925773
681,2015,0,Hospital Municipal Pediátrico Doctor F. Falcón,municipal,V,60638,Pilar,0,-34.4481990221196,-58.9034413925773
682,2015,0,Unidad Sanitaria M. Alberti,municipal,V,60638,Pilar,0,-34.4481990221196,-58.9034413925773
683,2014,1307,Hospital Municipal Mat. Inf. Cro. H. Meisner,municipal,V,60638,Pilar,4252,-34.4481990221196,-58.9034413925773
684,2014,2,Hospital G. Sanguinetti,municipal,V,60638,Pilar,20,-34.4481990221196,-58.9034413925773
685,2014,0,Hospital Municipal Pediátrico Doctor F. Falcón,municipal,V,60638,Pilar,0,-34.4481990221196,-58.9034413925773
686,2014,0,Unidad Sanitaria M. Alberti,municipal,V,60638,Pilar,0,-34.4481990221196,-58.9034413925773
687,2016,0,Hospital G. Sanguinetti,Municipal,V,60638,Pilar,21,-34.4481990221196,-58.9034413925773
688,2017,0,Hospital Central de Pilar Juan C. Sanguinetti,municipal,V,60638,Pilar,4,-34.4481990221196,-58.9034413925773
689,2016,247,Hospital Comunitario de Pinamar,Municipal,VIII,60644,Pinamar,507,-37.109945873389,-56.8696753983418
690,2015,234,Hospital Comunitario de Pinamar,municipal,VIII,60644,Pinamar,468,-37.109945873389,-56.8696753983418
691,2017,225,Hospital Comunitario de Pinamar,municipal,VIII,60644,Pinamar,479,-37.109945873389,-56.8696753983418
692,2014,224,Hospital Comunitario de Pinamar,municipal,VIII,60644,Pinamar,438,-37.109945873389,-56.8696753983418
693,2016,331,Hospital Zonal Dra. Cecilia Grierson,Provincial,XI,60648,Presidente Perón,1518,-34.9298313021932,-58.398091246683
694,2015,316,Hospital Zonal Dra. Cecilia Grierson,provincial,XI,60648,Presidente Perón,1347,-34.9298313021932,-58.398091246683
695,2017,288,Hospital Zonal General de Ag. Dra. Cecilia Grierson,Provincial,XI,60648,Presidente Perón,1219,-34.9298313021932,-58.398091246683
696,2014,245,Hospital Zonal Dra. Cecilia Grierson,provincial,XI,60648,Presidente Perón,1072,-34.9298313021932,-58.398091246683
697,2017,101,Hospital Municipal Gobernador Ugarte,municipal,I,60651,Puán,144,-38.0746044476757,-63.0577463401746
698,2015,83,Hospital Gobernador Marcelino Ugarte,municipal,I,60651,Puán,142,-38.0746044476757,-63.0577463401746
699,2016,82,Hospital Gobernador Marcelino Ugarte,Municipal,I,60651,Puán,126,-38.0746044476757,-63.0577463401746
700,2015,0,Hospital Local Esp. Villa Iris,municipal,I,60651,Puán,0,-38.0746044476757,-63.0577463401746
701,2014,90,Hospital Gobernador Marcelino Ugarte,municipal,I,60651,Puán,172,-38.0746044476757,-63.0577463401746
702,2014,0,Hospital Local Esp. Villa Iris,municipal,I,60651,Puán,0,-38.0746044476757,-63.0577463401746
703,2015,80,Hospital Municipal Doctor Guillermo Hernández,municipal,XI,60655,Punta Indio,118,-35.4261581088971,-57.3996034517523
704,2017,80,Hospital de la Comunidad Doctor Guillermo Hernández,municipal,XI,60655,Punta Indio,112,-35.4261581088971,-57.3996034517523
705,2016,72,Hospital Municipal Doctor Guillermo Hernández,Municipal,XI,60655,Punta Indio,116,-35.4261581088971,-57.3996034517523
706,2014,87,Hospital Municipal Doctor Guillermo Hernández,municipal,XI,60655,Punta Indio,132,-35.4261581088971,-57.3996034517523
707,2017,553,Hospital Subzonal Esp. Mat. Infantil Doctor Eduardo Oller,municipal,VI,60658,Quilmes,1781,-34.7350141996909,-58.2768874201614
708,2015,522,Hospital Zonal General de Ag. Doctor I. Iriarte,provincial,VI,60658,Quilmes,2078,-34.7350141996909,-58.2768874201614
709,2017,512,Hospital Zonal General de Ag. Doctor I. Iriarte,Provincial,VI,60658,Quilmes,1896,-34.7350141996909,-58.2768874201614
710,2015,481,Hospital Subzonal Esp. Materno Infantil Doctor Eduardo Oller,municipal,VI,60658,Quilmes,1700,-34.7350141996909,-58.2768874201614
711,2016,471,Hospital Subzonal Esp. Materno Infantil Doctor Eduardo Oller,Provincial,VI,60658,Quilmes,1648,-34.7350141996909,-58.2768874201614
712,2016,453,Hospital Zonal General de Ag. Doctor I. Iriarte,Provincial,VI,60658,Quilmes,1871,-34.7350141996909,-58.2768874201614
713,2015,0,Centro Asistencial Municipal Don Bosco,municipal,VI,60658,Quilmes,0,-34.7350141996909,-58.2768874201614
714,2014,526,Hospital Subzonal Esp. Materno Infantil Doctor Eduardo Oller,municipal,VI,60658,Quilmes,2162,-34.7350141996909,-58.2768874201614
715,2014,450,Hospital Zonal General de Ag. Doctor I. Iriarte,provincial,VI,60658,Quilmes,2022,-34.7350141996909,-58.2768874201614
716,2014,0,Centro Asistencial Municipal Don Bosco,municipal,VI,60658,Quilmes,0,-34.7350141996909,-58.2768874201614
717,2017,0,Centro Asist. Modelo Don Bosco,municipal,VI,60658,Quilmes,3,-34.7350141996909,-58.2768874201614
718,2017,134,Hospital J. M. Gomendio,municipal,IV,60665,Ramallo,292,-33.587297239001,-60.0574845905694
719,2016,114,Hospital Municipal Descentralizado J. M. Gomendio,Municipal,IV,60665,Ramallo,265,-33.587297239001,-60.0574845905694
720,2015,108,Hospital Municipal Descentralizado J. M. Gomendio,municipal,IV,60665,Ramallo,279,-33.587297239001,-60.0574845905694
721,2014,115,Hospital Municipal Descentralizado J. M. Gomendio,municipal,IV,60665,Ramallo,264,-33.587297239001,-60.0574845905694
722,2015,142,Hospital Local General E. Díaz Vélez,municipal,IX,60672,Rauch,221,-36.5722509524193,-58.9444061302172
723,2016,140,Hospital Local General E. Díaz Vélez,Municipal,IX,60672,Rauch,234,-36.5722509524193,-58.9444061302172
724,2017,112,Hospital Municipal General E. Díaz Vélez,municipal,IX,60672,Rauch,179,-36.5722509524193,-58.9444061302172
725,2014,132,Hospital Local General E. Díaz Vélez,municipal,IX,60672,Rauch,237,-36.5722509524193,-58.9444061302172
726,2015,165,Hospital Local Municipal Rivadavia,municipal,II,60679,Rivadavia,253,-35.5809627302324,-63.0945777162384
727,2017,146,Hospital Local Municipal de Rivadavia,municipal,II,60679,Rivadavia,249,-35.5809627302324,-63.0945777162384
728,2016,105,Hospital Local Municipal Rivadavia,Municipal,II,60679,Rivadavia,238,-35.5809627302324,-63.0945777162384
729,2015,0,Unidad Sanitaria Gonzalez Moreno,municipal,II,60679,Rivadavia,0,-35.5809627302324,-63.0945777162384
730,2014,171,Hospital Local Municipal Rivadavia,municipal,II,60679,Rivadavia,272,-35.5809627302324,-63.0945777162384
731,2014,0,Unidad Sanitaria Gonzalez Moreno,municipal,II,60679,Rivadavia,0,-35.5809627302324,-63.0945777162384
732,2015,118,Hospital Subzonal General S. Unzué,municipal,IV,60686,Rojas,165,-34.1926035952586,-60.7879706568364
733,2016,116,Hospital Subzonal General S. Unzué,Municipal,IV,60686,Rojas,159,-34.1926035952586,-60.7879706568364
734,2017,88,Hospital Subzonal General S. Unzué,municipal,IV,60686,Rojas,141,-34.1926035952586,-60.7879706568364
735,2014,116,Hospital Subzonal General S. Unzué,municipal,IV,60686,Rojas,173,-34.1926035952586,-60.7879706568364
736,2015,128,Hospital Zonal General R. Carrillo,municipal,X,60693,Roque Pérez,165,-35.4811110714388,-59.3595940527063
737,2016,124,Hospital Zonal General R. Carrillo,Municipal,X,60693,Roque Pérez,161,-35.4811110714388,-59.3595940527063
738,2017,105,Hospital MunicipalDoctor R. Carrillo,municipal,X,60693,Roque Pérez,169,-35.4811110714388,-59.3595940527063
739,2014,126,Hospital Zonal General R. Carrillo,municipal,X,60693,Roque Pérez,160,-35.4811110714388,-59.3595940527063
740,2016,165,Hospital y Maternidad Municipal O. F. Ducos,Municipal,I,60700,Saavedra,202,-37.7710550160995,-62.4351452974673
741,2015,161,Hospital y Maternidad Municipal O. F. Ducos,municipal,I,60700,Saavedra,205,-37.7710550160995,-62.4351452974673
742,2017,118,Hospital y Maternidad Municipal O. F. Ducos,municipal,I,60700,Saavedra,154,-37.7710550160995,-62.4351452974673
743,2015,0,Hospital Municipal Doctor M. Suarch,municipal,I,60700,Saavedra,0,-37.7710550160995,-62.4351452974673
744,2014,170,Hospital y Maternidad Municipal O. F. Ducos,municipal,I,60700,Saavedra,208,-37.7710550160995,-62.4351452974673
745,2014,0,Hospital Municipal Doctor M. Suarch,municipal,I,60700,Saavedra,0,-37.7710550160995,-62.4351452974673
746,2017,211,Hospital Zonal General Doctor A. Posadas,Provincial,X,60707,Saladillo,339,-35.6765966680226,-59.7037033020054
747,2015,193,Hospital Zonal General Doctor A. Posadas,provincial,X,60707,Saladillo,368,-35.6765966680226,-59.7037033020054
748,2016,169,Hospital Zonal General Doctor A. Posadas,Provincial,X,60707,Saladillo,335,-35.6765966680226,-59.7037033020054
749,2014,207,Hospital Zonal General Doctor A. Posadas,provincial,X,60707,Saladillo,374,-35.6765966680226,-59.7037033020054
750,2016,121,Hospital Municipal Salliqueló,Municipal,II,60721,Salliqueló,169,-36.6710137553167,-63.0491259803334
751,2017,116,Hospital Municipal de Salliqueló,municipal,II,60721,Salliqueló,160,-36.6710137553167,-63.0491259803334
752,2015,106,Hospital Municipal Salliqueló,municipal,II,60721,Salliqueló,154,-36.6710137553167,-63.0491259803334
753,2014,112,Hospital Municipal Salliqueló,municipal,II,60721,Salliqueló,176,-36.6710137553167,-63.0491259803334
754,2015,162,Hospital Local General de Salto,municipal,IV,60714,Salto,310,-34.2708350525697,-60.305182566345
755,2017,153,Hospital Municipal de Salto Presidente J. D. Perón,municipal,IV,60714,Salto,287,-34.2708350525697,-60.305182566345
756,2016,139,Hospital Local General de Salto,Municipal,IV,60714,Salto,285,-34.2708350525697,-60.305182566345
757,2014,173,Hospital Local General de Salto,municipal,IV,60714,Salto,334,-34.2708350525697,-60.305182566345
758,2015,168,Hospital Municipal San Andrés de Giles,municipal,IV,60728,San Andrés de Giles,340,-34.4377851586384,-59.4732938848478
759,2017,149,Hospital Municipal San Andrés,municipal,IV,60728,San Andrés de Giles,312,-34.4377851586384,-59.4732938848478
760,2016,145,Hospital Municipal San Andrés de Giles,Municipal,IV,60728,San Andrés de Giles,309,-34.4377851586384,-59.4732938848478
761,2014,145,Hospital Municipal San Andrés de Giles,municipal,IV,60728,San Andrés de Giles,290,-34.4377851586384,-59.4732938848478
762,2015,141,Hospital Municipal Emilio Zerboni,municipal,IV,60735,San Antonio de Areco,281,-34.2206591685119,-59.5193792218302
763,2017,139,Hospital Municipal Emilio Zerboni,municipal,IV,60735,San Antonio de Areco,250,-34.2206591685119,-59.5193792218302
764,2016,132,Hospital Municipal Emilio Zerboni,Municipal,IV,60735,San Antonio de Areco,240,-34.2206591685119,-59.5193792218302
765,2014,158,Hospital Municipal Emilio Zerboni,municipal,IV,60735,San Antonio de Areco,288,-34.2206591685119,-59.5193792218302
766,2015,36,Hospital Municipal Alberto Menditeguy,municipal,VIII,60742,San Cayetano,49,-38.3886180658492,-59.5866369475028
767,2016,31,Hospital Municipal Alberto Menditeguy,Municipal,VIII,60742,San Cayetano,36,-38.3886180658492,-59.5866369475028
768,2017,20,Hospital Municipal Alberto Menditeguy,municipal,VIII,60742,San Cayetano,26,-38.3886180658492,-59.5866369475028
769,2014,35,Hospital Municipal Alberto Menditeguy,municipal,VIII,60742,San Cayetano,40,-38.3886180658492,-59.5866369475028
770,2015,457,Hospital Zonal General de Ag. P. V. de Cordero,provincial,V,60749,San Fernando,1460,-34.151270024948,-58.5459540333815
771,2016,349,Hospital Zonal General de Ag. P. V. de Cordero,Provincial,V,60749,San Fernando,1097,-34.151270024948,-58.5459540333815
772,2017,329,Hospital Zonal General de Ag. Petrona V. de Cordero,Provincial,V,60749,San Fernando,1012,-34.151270024948,-58.5459540333815
773,2015,0,Hospital Local General de Agudos Doctor R. Carrillo,municipal,V,60749,San Fernando,0,-34.151270024948,-58.5459540333815
774,2015,0,Hospital Boca Carabelas,municipal,V,60749,San Fernando,0,-34.151270024948,-58.5459540333815
775,2015,0,Hospital Loc. General Agudos Paraná Miní y Canal 4,municipal,V,60749,San Fernando,0,-34.151270024948,-58.5459540333815
776,2014,473,Hospital Zonal General de Ag. P. V. de Cordero,provincial,V,60749,San Fernando,1473,-34.151270024948,-58.5459540333815
777,2014,0,Hospital Local General de Agudos Doctor R. Carrillo,municipal,V,60749,San Fernando,0,-34.151270024948,-58.5459540333815
778,2014,0,Hospital Boca Carabelas,municipal,V,60749,San Fernando,0,-34.151270024948,-58.5459540333815
779,2014,0,Hospital Loc. General Agudos Paraná Miní y Canal 4,municipal,V,60749,San Fernando,0,-34.151270024948,-58.5459540333815
780,2015,612,Hospital Materno Infantil de San Isidro Doctor C. Gianantonio,municipal,V,60756,San Isidro,1973,-34.4869499670191,-58.5372648522523
781,2016,551,Hospital Materno Infantil de San Isidro Doctor C. Gianantonio,Municipal,V,60756,San Isidro,1721,-34.4869499670191,-58.5372648522523
782,2017,543,Hospital Mat. Infantil de San Isidron Doctor C. Gianantonio,municipal,V,60756,San Isidro,1507,-34.4869499670191,-58.5372648522523
783,2014,675,Hospital Materno Infantil de San Isidro Doctor C. Gianantonio,municipal,V,60756,San Isidro,2016,-34.4869499670191,-58.5372648522523
784,2015,749,Hospital Doctor Raúl Larcade,municipal,V,60760,San Miguel,2784,-34.5520919648351,-58.6917055208826
785,2017,749,Hospital MunicipalDoctor Raúl F. Larcade,municipal,V,60760,San Miguel,2544,-34.5520919648351,-58.6917055208826
786,2016,614,Hospital Doctor Raúl Larcade,Municipal,V,60760,San Miguel,2665,-34.5520919648351,-58.6917055208826
787,2015,0,Unidad Sanitaria N° 1,municipal,V,60760,San Miguel,0,-34.5520919648351,-58.6917055208826
788,2015,0,Centro de Salud R. Podestá,municipal,V,60760,San Miguel,0,-34.5520919648351,-58.6917055208826
789,2014,807,Hospital Doctor Raúl Larcade,municipal,V,60760,San Miguel,3163,-34.5520919648351,-58.6917055208826
790,2014,0,Unidad Sanitaria N° 1,municipal,V,60760,San Miguel,0,-34.5520919648351,-58.6917055208826
791,2014,0,Centro de Salud R. Podestá,municipal,V,60760,San Miguel,0,-34.5520919648351,-58.6917055208826
792,2017,522,Hospital Interzonal General de Ag. San Felipe,Provincial,IV,60763,San Nicolás,1189,-33.4825541340464,-60.2929537316225
793,2015,511,Hospital Zonal General de Ag. San Felipe,provincial,IV,60763,San Nicolás,1172,-33.4825541340464,-60.2929537316225
794,2016,493,Hospital Zonal General de Ag. San Felipe,Provincial,IV,60763,San Nicolás,1131,-33.4825541340464,-60.2929537316225
795,2014,501,Hospital Zonal General de Ag. San Felipe,provincial,IV,60763,San Nicolás,1220,-33.4825541340464,-60.2929537316225
796,2016,254,Hospital Subzonal General Doctor E. Ruffo,Municipal,IV,60770,San Pedro,607,-33.7819425849294,-59.7825917634816
797,2015,225,Hospital Subzonal General Doctor E. Ruffo,municipal,IV,60770,San Pedro,591,-33.7819425849294,-59.7825917634816
798,2017,225,Hospital Subzonal General Doctor E. Ruffo,municipal,IV,60770,San Pedro,619,-33.7819425849294,-59.7825917634816
799,2015,0,Hospital Santa Lucía,municipal,IV,60770,San Pedro,0,-33.7819425849294,-59.7825917634816
800,2015,0,Hospital Local 26 de Julio Gob. Castro,municipal,IV,60770,San Pedro,0,-33.7819425849294,-59.7825917634816
801,2014,231,Hospital Subzonal General Doctor E. Ruffo,municipal,IV,60770,San Pedro,617,-33.7819425849294,-59.7825917634816
802,2014,0,Hospital Santa Lucía,municipal,IV,60770,San Pedro,0,-33.7819425849294,-59.7825917634816
803,2014,0,Hospital Local 26 de Julio Gob. Castro,municipal,IV,60770,San Pedro,0,-33.7819425849294,-59.7825917634816
804,2017,239,Hospital Subzonal General Doctor R. Carrillo,municipal,XI,60778,San Vicente,856,-35.0704596398936,-58.4319219645129
805,2016,223,Hospital Subzonal General Doctor R Carrillo,Municipal,XI,60778,San Vicente,857,-35.0704596398936,-58.4319219645129
806,2015,220,Hospital Subzonal General Doctor R Carrillo,municipal,XI,60778,San Vicente,851,-35.0704596398936,-58.4319219645129
807,2014,257,Hospital Subzonal General Doctor R Carrillo,municipal,XI,60778,San Vicente,1002,-35.0704596398936,-58.4319219645129
808,2017,84,Hospital Municipal Esteban Iribarne,municipal,X,60784,Suipacha,125,-34.7485629683304,-59.7034737442182
809,2016,52,Hospital Esteban Iribarne,Municipal,X,60784,Suipacha,92,-34.7485629683304,-59.7034737442182
810,2015,46,Hospital Esteban Iribarne,municipal,X,60784,Suipacha,113,-34.7485629683304,-59.7034737442182
811,2014,52,Hospital Esteban Iribarne,municipal,X,60784,Suipacha,96,-34.7485629683304,-59.7034737442182
812,2015,296,Hospital Ramón Santamarina,municipal,VIII,60791,Tandil,678,-37.3356554181577,-59.181805577778
813,2016,280,Hospital Ramón Santamarina,Municipal,VIII,60791,Tandil,669,-37.3356554181577,-59.181805577778
814,2017,262,Hospital Municipal Ramón Santamarina,municipal,VIII,60791,Tandil,664,-37.3356554181577,-59.181805577778
815,2015,0,Hospital Doctor E. Larreta,municipal,VIII,60791,Tandil,0,-37.3356554181577,-59.181805577778
816,2014,302,Hospital Ramón Santamarina,municipal,VIII,60791,Tandil,696,-37.3356554181577,-59.181805577778
817,2014,0,Hospital Doctor E. Larreta,municipal,VIII,60791,Tandil,0,-37.3356554181577,-59.181805577778
818,2015,23,Hospital Local Municipal de Tapalqué,municipal,IX,60798,Tapalqué,25,-36.3471383108251,-60.1308804386321
819,2016,16,Hospital Local Municipal de Tapalqué,Municipal,IX,60798,Tapalqué,20,-36.3471383108251,-60.1308804386321
820,2017,2,Hospital Municipal de Tapalqué,municipal,IX,60798,Tapalqué,3,-36.3471383108251,-60.1308804386321
821,2014,32,Hospital Local Municipal de Tapalqué,municipal,IX,60798,Tapalqué,32,-36.3471383108251,-60.1308804386321
822,2017,1123,Hospital Materno Infantil Doctor Florencio Escardó,municipal,V,60805,Tigre,3623,-34.3815893993371,-58.599453988125
823,2016,1086,Hospital Materno Infantil Doctor Florencio Escardó,Municipal,V,60805,Tigre,3970,-34.3815893993371,-58.599453988125
824,2015,713,Hospital Materno Infantil Doctor Florencio Escardó,municipal,V,60805,Tigre,2929,-34.3815893993371,-58.599453988125
825,2015,581,Hospital Zonal General de Ag. M. V. de Martínez,provincial,V,60805,Tigre,1825,-34.3815893993371,-58.599453988125
826,2016,399,Hospital Zonal General de Ag. M. V. de Martínez,Provincial,V,60805,Tigre,1235,-34.3815893993371,-58.599453988125
827,2017,318,Hospital Zonal General de Ag. M. V. de Martinez,Provincial,V,60805,Tigre,1197,-34.3815893993371,-58.599453988125
828,2015,0,Unidad Sanitaria Buenos Aires,municipal,V,60805,Tigre,0,-34.3815893993371,-58.599453988125
829,2015,0,Centro de Salud  General Pacheco,municipal,V,60805,Tigre,0,-34.3815893993371,-58.599453988125
830,2015,0,Unidad Sanitaria Almirante Brown,municipal,V,60805,Tigre,0,-34.3815893993371,-58.599453988125
831,2015,0,Hospital Comunal de Tigre,municipal,V,60805,Tigre,0,-34.3815893993371,-58.599453988125
832,2015,0,Centro de Salud  N° 9,municipal,V,60805,Tigre,0,-34.3815893993371,-58.599453988125
833,2015,0,Centro de Salud R. Rojas,municipal,V,60805,Tigre,0,-34.3815893993371,-58.599453988125
834,2015,0,Centro de Salud El Arco,municipal,V,60805,Tigre,0,-34.3815893993371,-58.599453988125
835,2014,704,Hospital Comunal de Tigre,municipal,V,60805,Tigre,3000,-34.3815893993371,-58.599453988125
836,2014,579,Hospital Zonal General de Ag. M. V. de Martínez,provincial,V,60805,Tigre,1858,-34.3815893993371,-58.599453988125
837,2014,0,Hospital Materno Infantil Doctor Florencio Escardó,municipal,V,60805,Tigre,0,-34.3815893993371,-58.599453988125
838,2014,0,Unidad Sanitaria Buenos Aires,municipal,V,60805,Tigre,0,-34.3815893993371,-58.599453988125
839,2014,0,Centro de Salud  General Pacheco,municipal,V,60805,Tigre,0,-34.3815893993371,-58.599453988125
840,2014,0,Unidad Sanitaria Almirante Brown,municipal,V,60805,Tigre,0,-34.3815893993371,-58.599453988125
841,2014,0,Centro de Salud  N° 9,municipal,V,60805,Tigre,0,-34.3815893993371,-58.599453988125
842,2014,0,Centro de Salud R. Rojas,municipal,V,60805,Tigre,0,-34.3815893993371,-58.599453988125
843,2014,0,Centro de Salud El Arco,municipal,V,60805,Tigre,0,-34.3815893993371,-58.599453988125
844,2014,0,Hospital Municipal Ismael Ferrari,municipal,XI,60812,Tordillo,0,-36.3908002975692,-57.2746828656255
845,2015,0,Hospital Municipal Ismael Ferrari,municipal,XI,60812,Tordillo,0,-36.3908002975692,-57.2746828656255
846,2015,0,Hospital Municipal Doctor A. Castro,municipal,I,60819,Tornquist,32,-38.255785801668,-62.2904249803924
847,2015,0,Unidad Sanitaria E. Aldaya,municipal,I,60819,Tornquist,0,-38.255785801668,-62.2904249803924
848,2015,0,Unidad Sanitaria Doctor Luis Agote,municipal,I,60819,Tornquist,0,-38.255785801668,-62.2904249803924
849,2014,0,Hospital Municipal Doctor A. Castro,municipal,I,60819,Tornquist,10,-38.255785801668,-62.2904249803924
850,2014,0,Unidad Sanitaria E. Aldaya,municipal,I,60819,Tornquist,0,-38.255785801668,-62.2904249803924
851,2014,0,Unidad Sanitaria Doctor Luis Agote,municipal,I,60819,Tornquist,0,-38.255785801668,-62.2904249803924
852,2016,0,Unidad Sanitaria Doctor E. Aldaya,Municipal,I,60819,Tornquist,1,-38.255785801668,-62.2904249803924
853,2017,0,Hospital Municipal Doctor A. Castro,municipal,I,60819,Tornquist,11,-38.255785801668,-62.2904249803924
854,2015,243,Hospital Doctor Pedro Orellana,municipal,II,60826,Trenque Lauquen,381,-36.0564352739976,-62.6346332497416
855,2016,182,Hospital Doctor Pedro Orellana,Municipal,II,60826,Trenque Lauquen,313,-36.0564352739976,-62.6346332497416
856,2017,169,Hospital Municipal Doctor Pedro T. Orellana,municipal,II,60826,Trenque Lauquen,313,-36.0564352739976,-62.6346332497416
857,2015,0,Hospital Municipal Treinta de Agosto,municipal,II,60826,Trenque Lauquen,1,-36.0564352739976,-62.6346332497416
858,2014,195,Hospital Doctor Pedro Orellana,municipal,II,60826,Trenque Lauquen,336,-36.0564352739976,-62.6346332497416
859,2014,0,Hospital Municipal Treinta de Agosto,municipal,II,60826,Trenque Lauquen,4,-36.0564352739976,-62.6346332497416
860,2016,0,Hospital Municipal Treinta de Agosto,Municipal,II,60826,Trenque Lauquen,1,-36.0564352739976,-62.6346332497416
861,2015,227,Hospital Ignacio Pirovano,municipal,I,60833,Tres Arroyos,443,-38.5116665533312,-60.2376664741026
862,2016,218,Hospital Ignacio Pirovano,Municipal,I,60833,Tres Arroyos,397,-38.5116665533312,-60.2376664741026
863,2017,214,Hospital Ignacio Pirovano,municipal,I,60833,Tres Arroyos,361,-38.5116665533312,-60.2376664741026
864,2015,0,Unidad Sanitaria Orense,municipal,I,60833,Tres Arroyos,0,-38.5116665533312,-60.2376664741026
865,2014,251,Hospital Ignacio Pirovano,municipal,I,60833,Tres Arroyos,465,-38.5116665533312,-60.2376664741026
866,2014,0,Unidad Sanitaria Orense,municipal,I,60833,Tres Arroyos,0,-38.5116665533312,-60.2376664741026
867,2015,384,Hospital Zonal General de Ag. Doctor Bocalandro,provincial,VII,60840,Tres de Febrero,1347,-34.5959797363173,-58.5790926022539
868,2016,361,Hospital Zonal General de Ag. Doctor Bocalandro,Provincial,VII,60840,Tres de Febrero,1235,-34.5959797363173,-58.5790926022539
869,2015,348,Hospital Zonal General de Ag. Prof. Doctor R. Carrillo,provincial,VII,60840,Tres de Febrero,1068,-34.5959797363173,-58.5790926022539
870,2017,346,Hospital Zonal General de Agudos Doctor C. A. Bocalandro,Provincial,VII,60840,Tres de Febrero,1168,-34.5959797363173,-58.5790926022539
871,2017,291,Hospital Zonal General de Ag.  Prof. Doctor R. Carrillo,Provincial,VII,60840,Tres de Febrero,895,-34.5959797363173,-58.5790926022539
872,2016,276,Hospital Zonal General de Ag. Prof. Doctor R. Carrillo,Provincial,VII,60840,Tres de Febrero,908,-34.5959797363173,-58.5790926022539
873,2014,360,Hospital Zonal General de Ag. Doctor Bocalandro,provincial,VII,60840,Tres de Febrero,1323,-34.5959797363173,-58.5790926022539
874,2014,302,Hospital Zonal General de Ag. Prof. Doctor R. Carrillo,provincial,VII,60840,Tres de Febrero,1108,-34.5959797363173,-58.5790926022539
875,2015,75,Hospital Municipal Doctor Domingo V. Girotti,municipal,II,60847,Tres Lomas,108,-36.4973152716526,-62.8634418902354
876,2016,69,Hospital Municipal Doctor Domingo V. Girotti,Municipal,II,60847,Tres Lomas,105,-36.4973152716526,-62.8634418902354
877,2017,54,Hospital Municipal Doctor Domingo V. Girotti,municipal,II,60847,Tres Lomas,74,-36.4973152716526,-62.8634418902354
878,2014,72,Hospital Municipal Doctor Domingo V. Girotti,municipal,II,60847,Tres Lomas,101,-36.4973152716526,-62.8634418902354
879,2015,592,Instituto Maternidad Santa Rosa,municipal,V,60861,Vicente López,2329,-34.52651318083,-58.504469589773
880,2016,558,Instituto Maternidad Santa Rosa,Municipal,V,60861,Vicente López,2122,-34.52651318083,-58.504469589773
881,2017,238,Instituto Maternidad Santa Rosa,municipal,V,60861,Vicente López,1960,-34.52651318083,-58.504469589773
882,2014,567,Instituto Maternidad Santa Rosa,municipal,V,60861,Vicente López,2284,-34.52651318083,-58.504469589773
883,2016,209,Hospital Municipal Doctor Arturo Illia,Municipal,VIII,60868,Villa Gesell,383,-37.3705193836346,-57.0658445952167
